"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Carl-Herz-Ufer 30, 10961 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"info@altes-zollhaus.com",,,,,,,,,,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1874862","false","false","52.496628","13.401121","Altes Zollhaus","230","+49 30 233276670","$$$$","6554","204","#174 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1874862-Reviews-Altes_Zollhaus-Berlin.html","http://www.altes-zollhaus-berlin.de"
"Zimmerstrasse 97, 10117 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Street Food","German","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,"curry.at.the.wall@gmail.com","1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"3747882","false","false","52.507576","13.385534","Curry at the Wall","373","+49 176 32445872","$","6554","207","#15 of 150 Quick Bites in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3747882-Reviews-Curry_at_the_Wall-Berlin.html","http://www.curry-at-the-wall-berlin-mitte.com/"
"Kastanienallee 7-9, 10435 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","German","Contemporary","Vegetarian Friendly",,,,,,,,,,"info@pratergarten.de","1380","720",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","720",,,,,"8273784","false","false","52.540127","13.409824","Prater Gaststatte","1014","+49 30 4485688","$","6554","203","#173 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d8273784-Reviews-Prater_Gaststatte-Berlin.html","http://www.pratergarten.de"
"Hardenbergplatz 9, 10623 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","German","Fast Food","European",,,,,,,,,,"info@curry36.de","1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"5992723","false","false","52.50642","13.332404","Curry 36","613","+49 30 31992992","$","6554","359","#316 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5992723-Reviews-Curry_36-Berlin.html","http://www.curry36.de/"
"Friedrichstr. 101, 10117 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","American","Bar","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"friedrichstrasse@peterpane.de","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"6678552","false","false","52.520733","13.388101","Peter Pane  Berlin Friedrichstrasse","2075","+49 30 20679063","$$ - $$$","6554","358","#315 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d6678552-Reviews-Peter_Pane_Berlin_Friedrichstrasse-Berlin.html","http://www.peterpane.de/gemuetliche-restaurants/restaurant-berlin-friedrichstrasse"
"Putlitzstr. 1, 10551 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"info@delphin-berlin.de","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1500","720",,,,,"1500","720",,,,,"10700928","false","false","52.53235","13.34387","Delphin Fisch & Steak","156","+49 30 20097780","$$ - $$$","6554","356","#313 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10700928-Reviews-Delphin_Fisch_Steak-Berlin.html","http://delphin-berlin.de/"
"Bayreuther Str. 36, 10789 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Mexican","Latin","Fast Food","Central American","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@dolores-berlin.de","1320","780",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"3514314","false","false","52.50128","13.343554","Dolores","326","+49 30 54821590","$","6554","353","#20 of 150 Quick Bites in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3514314-Reviews-Dolores-Berlin.html","http://www.dolores-online.de/"
"Rosa-Luxemburg-Str. 9-11, 10178 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"7059700","false","false","52.52432","13.409941","Prince","282","+49 30 70093967","$$ - $$$","6554","208","#177 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7059700-Reviews-Prince-Berlin.html","http://prince-restaurant.com/"
"Stuttgarter Platz 20, 10627 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Wine Bar","Italian","Pizza","Vegetarian Friendly",,,,,,,,,"info@pandegliangeli.de","1410","750",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","750",,,,,"1111146","false","false","52.505173","13.29952","Pan Degli Angeli","187","+49 30 30201314","$$ - $$$","6554","455","#405 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1111146-Reviews-Pan_Degli_Angeli-Berlin.html","http://pandegliangeli.de/"
"Kantstr. 135, 10625 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Japanese","Seafood","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"10934451","false","false","52.50601","13.317011","893 Ryotei","220","+49 30 91703121","$$$$","6554","454","#404 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10934451-Reviews-893_Ryotei-Berlin.html","http://893ryotei.de/"
"Kopernikusstr. 3, 10243 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Pub","Bar",,,,,,,,,"mail@hirsch-fhain.de","1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1557335","false","false","52.511112","13.450556","Hirsch Bar","84","+49 30 29663296","$","6554","458","#408 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1557335-Reviews-Hirsch_Bar-Berlin.html","http://www.hirsch-friedrichshain.de/"
"Jagowstr. 16, 10555 Berlin Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"taverna.phaestos@yahoo.com","1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"3674481","false","false","52.522972","13.334056","Taverna Phaestos","70","+49 30 3936915","$$ - $$$","6554","452","#402 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3674481-Reviews-Taverna_Phaestos-Berlin.html","http://www.taverna-phaestos.de/"
"Antwerpener Str. 3, 13353 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Pub","Brew Pub",,,,,,,,,,,"info@vagabundbrauerei.com","1500","780",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","780",,,,,"5539640","false","false","52.548023","13.349519","Vagabund Brauerei","97","+49 30 52667668","$$ - $$$","6554","453","#403 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5539640-Reviews-Vagabund_Brauerei-Berlin.html","http://www.vagabundbrauerei.com/"
"Scharnweberstr. 54 Friedrichshain, 10247 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@butterhandlung.de","1380","720",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"4302583","false","false","52.512287","13.471049","Butterhandlung","101","+49 30 68915679","$$ - $$$","6554","460","#410 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d4302583-Reviews-Butterhandlung-Berlin.html","http://www.butterhandlung.de"
"Witzlebenstr. 31, 14057 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,,,,,"restaurant","German","Austrian","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"1500","720",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","960",,,,,"958744","false","false","52.50871","13.29398","Engelbecken Speisewirtschaft","268","+49 30 6152810","$$ - $$$","6554","459","#409 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d958744-Reviews-Engelbecken_Speisewirtschaft-Berlin.html","http://www.engelbecken.de/"
"Rathausstr. 5 Am Roten Rathaus, 10178 Berlin Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,"info@piazza-rossa.com","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"1422345","false","false","52.519024","13.409101","Trattoria Piazza Rossa","781","+49 30 6122429","$$ - $$$","6554","456","#406 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1422345-Reviews-Trattoria_Piazza_Rossa-Berlin.html","http://piazza-rossa.com/"
"Taubenstrasse 30, 10117 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","French","German","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"veranstaltung@brasserieamgendarmenmarkt.de","1320","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1422289","false","false","52.513344","13.393827","Brasserie Am Gendarmenmarkt","707","+49 30 20453501","$$ - $$$","6554","451","#401 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1422289-Reviews-Brasserie_Am_Gendarmenmarkt-Berlin.html","http://www.brasserieamgendarmenmarkt.de"
"Kollwitzstr. 47, 10405 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"11843585","false","false","52.53444","13.415942","Lia's Kitchen 100% Vegan","256","+49 30 68324637","$","6554","52","#49 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d11843585-Reviews-Lia_s_Kitchen_100_Vegan-Berlin.html","http://www.liaskitchen.de"
"Alte Schoenhauser Str. 4, 10119 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","German","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,"berlin@zeitfuerbrot.com","1080","480",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","480",,,,,"3372632","false","false","52.52796","13.408803","Zeit fur Brot","1049","+49 30 28046780","$$ - $$$","6554","53","#3 of 150 Quick Bites in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3372632-Reviews-Zeit_fur_Brot-Berlin.html","https://zeitfuerbrot.com/"
"Metzer Str. 30 Prenzlauer Berg, 10405 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","German","European","Central European","Bar","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@leibhaftig.com",,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"3193342","false","false","52.53159","13.41703","Leibhaftig","255","+49 30 54815039","$$ - $$$","6554","58","#54 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3193342-Reviews-Leibhaftig-Berlin.html","http://www.leibhaftig.com"
"Lychener Str. 18, 10437 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Japanese","Barbecue","Grill","Gluten Free Options",,,,,,,,"info@ushido-bbq.com","1380","1020",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1440","1080",,,,,"1440","1020",,,,,"8443305","false","false","52.5423","13.416114","Ushido-Japanese BBQ","410","+49 30 55242448","$$ - $$$","6554","60","#56 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d8443305-Reviews-Ushido_Japanese_BBQ-Berlin.html","http://ushido-bbq.com/"
"Winterfeldtstr. 40 Schöneberg, 10781 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Asian","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"bans-bans@amrit.de","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"795717","false","false","52.497257","13.354889","AMRIT - Schoneberg","508","+49 30 21014640","$$ - $$$","6554","355","#312 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d795717-Reviews-AMRIT_Schoneberg-Berlin.html","https://www.amrit.de/"
