"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Kanzleistrasse 103, Zurich 8004 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1440","1050",,,,,"840","690","1440","1050",,,"840","690","1440","1050",,,"840","690","1440","1050",,,"840","690","1440","1050",,,"840","690","1440","1050",,,"1440","1050",,,,,"2656999","false","false","47.376263","8.522442","Ristorante La Baracca","256","+41 78 717 77 77","$$ - $$$","1828","308","#296 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2656999-Reviews-Ristorante_La_Baracca-Zurich.html","http://www.ristorante-labaracca.ch"
"Luisenstrasse 43, Zurich 8005 Switzerland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Tuscan","Central-Italian","Vegetarian Friendly",,,,,,"info@4leoni.ch",,,,,,,"870","690","1410","1080",,,"870","690","1410","1080",,,"870","690","1410","1080",,,"870","690","1410","1080",,,"870","690","1410","1080",,,"1410","1080",,,,,"9730174","false","false","47.384422","8.530424","4Leoni","156","+41 76 642 36 70","$$ - $$$","1828","404","#387 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d9730174-Reviews-4Leoni-Zurich.html","http://www.4leoni.ch"
"Uetlibergstrasse 111B, Zurich 8045 Switzerland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Soups","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@vietnamrestaurant.ch",,,,,,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","660","1320","1020",,,"900","720","1320","1020",,,"2023519","false","false","47.3623","8.518553","Restaurant Vietnam","96","+41 76 411 28 18","$$ - $$$","1828","305","#293 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2023519-Reviews-Restaurant_Vietnam-Zurich.html","http://www.restaurant-vietnam.ch/"
"Muenstergasse 30 8001 Zurich, Zurich 8001 Switzerland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Wine Bar",,,,,,,,,,"info@barmuenster.ch","1380","900",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1560","1020",,,,,"1560","840",,,,,"5937076","false","false","47.371693","8.543813","BarMunster","60","+41 44 261 60 61","$$ - $$$","1828","304","#292 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d5937076-Reviews-BarMunster-Zurich.html","http://www.barmuenster.ch"
"Talstrasse 1 Corner Tal-/ Börsenstrasse, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","Seafood","European","Grill","Central European","Vegetarian Friendly",,,,,,"info@baurs-zurich.ch","870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"18977264","false","false","47.367634","8.539146","Baur's","49","+41 44 220 50 60","$$$$","1828","410","#393 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d18977264-Reviews-Baur_s-Zurich.html","http://baurs-zurich.ch"
"Badenerstrasse 558, Zurich 8048 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Grill","Vegetarian Friendly",,,,,,"info@pizzazueri.ch",,,,,,,"1380","690",,,,,"1380","690",,,,,"1439","690",,,,,"1439","690",,,,,"1439","690",,,,,"1380","1080",,,,,"1155944","false","false","47.384144","8.49781","Pizza Zueri","80","+41 44 492 82 82","$$ - $$$","1828","407","#390 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1155944-Reviews-Pizza_Zueri-Zurich.html","http://www.pizzazueri.ch"
"Tobelhofstrasse 236 Zürich, Zurich 8044 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,"restaurant","Swiss","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"info@chaesalp.ch","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"799508","false","false","47.382202","8.588141","Chasalp","235","+41 44 260 75 75","$$ - $$$","1828","302","#290 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d799508-Reviews-Chasalp-Zurich.html","http://chaesalp.ch/"
"Limmatstrasse 152, Zurich 8005 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1080","480",,,,,"1320097","false","false","47.385227","8.531089","Migros Restaurant","91","+41 848 840 848","$","1828","409","#392 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1320097-Reviews-Migros_Restaurant-Zurich.html","http://www.migros.ch"
"Gasometerstrasse 26, Zurich 8005 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,"gasometer@molino.ch","840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"12454412","false","false","47.384052","8.529075","Pizzeria Ristorante Molino Gasometerstrasse","45","+41 44 272 62 62","$$ - $$$","1828","310","#298 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d12454412-Reviews-Pizzeria_Ristorante_Molino_Gasometerstrasse-Zurich.html","http://molino.ch/de/restaurants/zuerich-gasometerstrasse.html"
"Seefeldstrasse 273, Zurich 8008 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,"info@lazagra.ch",,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"3864724","false","false","47.348747","8.563113","Il Ristorante La Zagra","162","+41 44 550 40 00","$$$$","1828","408","#391 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3864724-Reviews-Il_Ristorante_La_Zagra-Zurich.html","http://www.lazagra.ch"
"Seestrasse 493, Zurich 8038 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"seerose@divio.ch","1020","600",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","600",,,,,"697900","false","false","47.338398","8.540625","Seerose","488","+41 44 481 63 83","$$$$","1828","311","#299 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d697900-Reviews-Seerose-Zurich.html","http://seerose.dinning.ch"
"Shopville Hauptbahnhof Zurich, Zurich Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8418345","false","false","47.3774","8.53953","Brezelkonig","70",,"$","1828","411","#394 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d8418345-Reviews-Brezelkonig-Zurich.html","http://www.brezelkoenig.ch/de"
"Studackerstrasse 1, Zurich 8038 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","Pub","European","British","Vegetarian Friendly",,,,,,"hello@shamrock-irishpub.ch","1440","720",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","720",,,,,"1575061","false","false","47.338615","8.530307","Shamrock Irish Pub","96","+41 44 482 10 62","$$ - $$$","1828","307","#295 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1575061-Reviews-Shamrock_Irish_Pub-Zurich.html","https://www.shamrockirishpub-zurich.com"
"Stauffacherstrasse 60, Zurich 8004 Switzerland","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@restaurantvolkshaus.ch","1440","600",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1560","480",,,,,"1560","540",,,,,"1101195","false","false","47.375633","8.527005","Restaurant Volkshaus","299","+41 44 242 11 55","$$ - $$$","1828","406","#389 of 1,862 Restaurants in Zurich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1101195-Reviews-Restaurant_Volkshaus-Zurich.html","http://www.restaurantvolkshaus.ch"
"Limmatquai 52 8001 Zurich, Zurich 8001 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,"info@zunfthaus-zur-haue.ch",,,,,,,,,,,,,"1290","630",,,,,"1290","630",,,,,"1290","630",,,,,"1290","600",,,,,"1290","630",,,,,"2399797","false","false","47.37127","8.54288","Zunfthaus zur Haue","98","+41 44 252 33 62","$$ - $$$","1828","405","#388 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2399797-Reviews-Zunfthaus_zur_Haue-Zurich.html","http://www.zunfthaus-zur-haue.ch/"
"Baeckerstrasse 39 Between Stauffacher and Helvetiaplatz, Zurich 8004 Switzerland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"table@bund39.ch",,,,,,,"870","705","1320","1065",,,"870","705","1320","1065",,,"870","705","1320","1065",,,"870","705","1320","1065",,,"870","705","1320","1065",,,"870","705","1320","1065",,,"16719774","false","false","47.375004","8.528738","Bund 39 - Taste of Shanghai","28","+41 44 242 11 77","","1828","602","#574 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d16719774-Reviews-Bund_39_Taste_of_Shanghai-Zurich.html","http://www.bund39.ch"
"Schaffhauserstrasse 1, Zurich 8006 Switzerland","Travelers' Choice 2020","2020","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Swiss","European","Healthy","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"Info@hotel-krone.ch","1380","660",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","660",,,,,"1190632","false","false","47.388084","8.539272","Differente Hotel Krone Unterstrass","952","+41 44 360 56 56","$$ - $$$","1828","5","#5 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d1190632-Reviews-Differente_Hotel_Krone_Unterstrass-Zurich.html","http://www.hotel-krone.ch/de/restaurant.html"
"Badenerstrasse 705 Mit Tram 2 bequem erreichbar, Zurich 8048 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Central European","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"krone@arbeitskette.ch",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","1020",,,,,"3255164","false","false","47.388336","8.483842","Restaurant Krone","164","+41 44 211 33 88","$$ - $$$","1828","7","#7 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3255164-Reviews-Restaurant_Krone-Zurich.html","http://www.krone-altstetten.ch/"
"Oerlikonerstrasse 43 Oerlikon, Nähe Milchbuck und Berninaplatz, Zurich 8057 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Chinese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"870","690","1350","1050",,,,,,,,,"870","690","1350","1050",,,"870","690","1350","1050",,,"870","690","1350","1050",,,"870","690","1350","1050",,,"1350","1050",,,,,"12284542","false","false","47.402412","8.544681","Restaurant Nihao","221","+41 43 537 54 34","$$ - $$$","1828","4","#4 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d12284542-Reviews-Restaurant_Nihao-Zurich.html","http://www.restaurant-nihao.ch"
"Bahnhofstrasse 106, Zurich 8001 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11660272","false","false","47.37656","8.53989","Laderach","236","+41 44 211 53 72","$$ - $$$","1828","9","#1 of 30 Dessert in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d11660272-Reviews-Laderach-Zurich.html","http://www.laderach.com/de/"
"Duebendorfstrasse 223 8051 Zürich, Zurich 8051 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"lafonte@bluewin.ch","810","720","1320","1020",,,"1320","1020",,,,,"1320","1020",,,,,"810","660","1320","1020",,,"810","660","1320","1020",,,"810","660","1320","1020",,,"810","720","1320","1020",,,"6212120","false","false","47.400394","8.585913","La Fonte","1311","+41 44 321 91 51","$$ - $$$","1828","1","#1 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d6212120-Reviews-La_Fonte-Zurich.html","http://www.la-fonte.ch"
"Tessinerplatz 5 8002 Zurich, Zurich 8002 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Asian","Japanese","Vegetarian Friendly",,,,,,,,,"info@ascot.ch",,,,,,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"1380","1080",,,,,"3812669","false","false","47.364376","8.531825","Fujiya of Japan","138","+41 44 208 15 55","$$$$","1828","402","#385 of 1,862 Restaurants in Zurich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3812669-Reviews-Fujiya_of_Japan-Zurich.html","http://www.fujiya.ch"
"Bederstrasse 96, Zurich 8002 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","European","Central European","Swiss","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@weisses-roessli.ch",,,,,,,,,,,,,,,,,,,"1080","720",,,,,"1080","720",,,,,"1080","720",,,,,"1080","720",,,,,"2147920","false","false","47.361828","8.526228","Restaurant Weisses Rossli","369","+41 44 212 63 00","$$$$","1828","2","#2 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d2147920-Reviews-Restaurant_Weisses_Rossli-Zurich.html","http://www.weisses-roessli.ch/"
"Schaffhauserstrasse 335 Hotel Sternen Oerlikon, Zurich 8050 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","French","Swiss","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,"info@sternenoerlikon.ch",,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,,,,,,,"3970483","false","false","47.408554","8.546456","Restaurant O","171","+41 43 300 65 65","$$ - $$$","1828","8","#8 of 1,862 Restaurants in Zurich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d3970483-Reviews-Restaurant_O-Zurich.html","http://www.sternenoerlikon.ch"
"Molkenstrasse 20, Zurich 8004 Switzerland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,"booking@tre-mondi.ch",,,,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"15572327","false","false","47.376705","8.526762","TREMONDI Restaurant & Bar","135","+41 44 291 44 00","$$$$","1828","3","#3 of 1,862 Restaurants in Zurich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188113-d15572327-Reviews-TREMONDI_Restaurant_Bar-Zurich.html","http://www.tre-mondi.ch"
