"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Scheibenbergstrasse 11 Ecke Herbeckstrasse, Endstation Linie 40, Vienna 1180 Austria","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"7755344","false","false","48.232567","16.317303","Herbeck - Neue Gastwirtschaft","88","+43 1 4703757","$$ - $$$","4185","468","#418 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d7755344-Reviews-Herbeck_Neue_Gastwirtschaft-Vienna.html","http://www.herbeck.wien"
"Theobaldgasse 19, Vienna 1060 Austria","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"wien1@vapiano.at","1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"794331","false","false","48.20069","16.358303","Vapiano","1013","+43 1 5811212","$$ - $$$","4185","462","#413 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d794331-Reviews-Vapiano-Vienna.html","http://at.vapiano.com/de/home/"
"Museumsplatz 1, Vienna 1070 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2517745","false","false","48.204212","16.357834","Cafe-Restaurant Corbaci","218","+43 664 73630036","$$ - $$$","4185","461","#412 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d2517745-Reviews-Cafe_Restaurant_Corbaci-Vienna.html","http://www.corbaci.at"
"Wiedner Hauptstrasse 12, Vienna 1040 Austria","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly",,,,,,,,"office@dastriest.at",,,,,,,,,,,,,,,,,,,"1320","1110",,,,,"1320","1110",,,,,"1320","1110",,,,,"1320","1110",,,,,"1102762","false","false","48.197357","16.36703","Collio","106","43-158918133","$$$$","4185","464","#415 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1102762-Reviews-Collio-Vienna.html","http://www.dastriest.at/triest/de/kulinarik/restaurantcollio"
"Obkirchergasse 22, Vienna 1190 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Austrian","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4215671","false","false","48.242596","16.341667","Strock","166","+43 1 3202654","$","4185","470","#3 of 78 Bakeries in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d4215671-Reviews-Strock-Vienna.html","http://www.stroeck.at"
"Braeunerstrasse 11, Vienna 1010 Austria","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"wien@losteria.at","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"6833207","false","false","48.20706","16.368496","L'Osteria Wien Braunerstrasse","933","+43 1 512253610","$$ - $$$","4185","466","#416 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d6833207-Reviews-L_Osteria_Wien_Braunerstrasse-Vienna.html","https://losteria.net/at/restaurants/restaurant/wien-braeunerstrasse/?utm_source=ExtNet&utm_medium=Yext"
"Danhausergasse 3 1040 VIenna, Vienna 1040 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Central European","International","European","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,"office@grace-restaurant.at",,,,,,,,,,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"900","720","1440","1110",,,"10485773","false","false","48.192215","16.369583","grace","115","+43 1 5031022","$$$$","4185","463","#414 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d10485773-Reviews-Grace-Vienna.html","http://www.grace-restaurant.at"
"Rathausplatz 4, Vienna 1010 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","German","Austrian","Bar","Cafe","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,"albert@einstein.at","1440","540",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","540",,,,,"1126811","false","false","48.212288","16.358858","Cafe Einstein","833","+43 1 4052626","$$ - $$$","4185","469","#419 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1126811-Reviews-Cafe_Einstein-Vienna.html","http://www.einstein.at"
"Waaggasse 5, Vienna 1040 Austria","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,,,,,,,,,"restaurant","European","Pub","Central European","Vegetarian Friendly",,,,,,,,"office@wieden-bräu.at","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1801678","false","false","48.194855","16.366404","Wieden Brau","498","+43 1 5860300","$$ - $$$","4185","467","#417 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1801678-Reviews-Wieden_Brau-Vienna.html","http://www.wieden-bräu.at"
"Salzgries 3, Vienna 1010 Austria","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"austria@cafefrei.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10593182","false","false","48.212875","16.372828","Cafe Frei Wien","72",,"$$ - $$$","4185","465","#31 of 278 Coffee & Tea in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d10593182-Reviews-Cafe_Frei_Wien-Vienna.html","http://www.facebook.com/cafefreiwien"
"Naschmarkt 509, Vienna 1040 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Turkish","Middle Eastern","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1260","360",,,,,"3374983","false","false","48.19762","16.362106","Papas","161","+43 1 5338264","$$ - $$$","4185","471","#420 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d3374983-Reviews-Papas-Vienna.html","http://www.wienernaschmarkt.eu/staende_487.html"
"Linzer Strasse 421, Vienna 1140 Austria","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Chinese","Vegetarian Friendly","Vegan Options",,,,,,,,,"870","690","1380","1050",,,,,,,,,"870","690","1380","1050",,,"870","690","1380","1050",,,"870","690","1380","1050",,,"870","690","1380","1050",,,"870","690","1380","1050",,,"1319417","false","false","48.202446","16.255566","L421","79","+43 1 9142620","$$ - $$$","4185","475","#423 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1319417-Reviews-L421-Vienna.html","http://www.l421.at/"
"Piaristengasse 45, Vienna 1080 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Austrian","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"restaurant@piaristenkeller.at",,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1126085","false","false","48.210934","16.350231","Piaristenkeller","262","+43 1 4060193","$$ - $$$","4185","474","#422 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1126085-Reviews-Piaristenkeller-Vienna.html","http://www.piaristenkeller.at/"
"Salzgries 9/B, Vienna 1010 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe","Vegetarian Friendly",,,,,,,,,,"1080","480",,,,,,,,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","480",,,,,"12179010","false","false","48.213085","16.372307","Dolce Pensiero","53","+43 1 9927462","$$ - $$$","4185","472","#4 of 78 Bakeries in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d12179010-Reviews-Dolce_Pensiero-Vienna.html","http://www.facebook.com/dolcepensierovienna/"
"Windmuhlgasse 7, Vienna Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1673000","false","false","48.199722","16.357368","Stella Marina","111","4315873245","$$ - $$$","4185","480","#428 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d1673000-Reviews-Stella_Marina-Vienna.html",
"Buergerspitalgasse 20, Vienna 1060 Austria",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"4702260","false","false","48.193954","16.341492","Kanguruh Pub","67","+43 1 5973824","$$ - $$$","4185","479","#427 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d4702260-Reviews-Kanguruh_Pub-Vienna.html","http://www.kaenguruh-pub.at"
"Buchengasse 64, Vienna 1100 Austria","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly",,,,,,,,,,,,,,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,,,,,,,"946944","false","false","48.174538","16.380093","Meixner's Gastwirtschaft","165","+43 1 6042710","$$ - $$$","4185","473","#421 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d946944-Reviews-Meixner_s_Gastwirtschaft-Vienna.html","http://www.meixners-gastwirtschaft.at/"
"Amundsenstrasse 10, Vienna 1170 Austria","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"office@klee.wien","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"3321643","false","false","48.238598","16.27151","Klee am Hanslteich","384","+43 1 4805150","$$$$","4185","476","#424 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d3321643-Reviews-Klee_am_Hanslteich-Vienna.html","http://www.klee.wien/kontakt-anfahrt.html"
"Mariahilfer Strasse 42-48 42-48, Vienna 1070 Austria","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"office7@bierig.at","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"6180288","false","false","48.199768","16.353403","Brandauer Gerngross","255","+43 1 5222225","$$ - $$$","4185","477","#425 of 4,122 Restaurants in Vienna","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d6180288-Reviews-Brandauer_Gerngross-Vienna.html","http://bierig.at"
"Waehringer Strasse 18, Vienna 1090 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,"1350","720",,,,,,,,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","720",,,,,"5779406","false","false","48.21743","16.359016","Kuche 18","137","+43 1 9683155","$$ - $$$","4185","478","#426 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d5779406-Reviews-Kuche_18-Vienna.html","http://www.kueche18.at"
"Stuwerstrasse 47 Ecklokal, Vienna 1020 Austria","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Austrian","European","Central European","Vegetarian Friendly",,,,,,,,"hallo@stuwer.com","1320","720",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"1380","1050",,,,,"14018179","false","false","48.218822","16.407194","Stuwer - Neues Wiener Beisl","74","+43 660 6010369","$$ - $$$","4185","485","#433 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d14018179-Reviews-Stuwer_Neues_Wiener_Beisl-Vienna.html","http://www.stuwer.com"
"Schopenhauerstrasse 78, Vienna 1180 Austria","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8696970","false","false","48.22573","16.336554","Mach Ma Curry","66","4319564078","$","4185","484","#432 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d8696970-Reviews-Mach_Ma_Curry-Vienna.html","http://www.machmacurry.at"
"Marc-Aurel-Strasse 8, Vienna 1010 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@aurelius-wien.at","1350","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"2008816","false","false","48.21221","16.373245","Aurelius","141","+43 1 5355524","$$$$","4185","488","#436 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d2008816-Reviews-Aurelius-Vienna.html","http://www.aurelius-wien.at"
"Hofmuehlgasse 21, Vienna 1060 Austria","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Nepali","Asian","Tibetan","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,,,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"1350","690",,,,,"811525","false","false","48.194","16.350834","Yak und Yeti","153","+43 1 5955452","$$ - $$$","4185","486","#434 of 4,122 Restaurants in Vienna","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190454-d811525-Reviews-Yak_und_Yeti-Vienna.html","http://www.yakundyeti.at/"
