"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"273 Rue de Neudorf, Luxembourg City 2221 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,"info@lachapelle.lu","900","660",,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,,,,,,,"12209297","false","false","49.62262","6.165278","La Table de la Chapelle","70","+352 43 76 14","$$ - $$$","730","154","#142 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12209297-Reviews-La_Table_de_la_Chapelle-Luxembourg_City.html","http://www.latabledelachapelle.com"
"1 Rue du Fort Bourbon, Luxembourg City 1249 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Persian","Middle Eastern","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8508781","false","false","49.60364","6.13269","Ricebox","41","+352 48 16 94","$","730","158","#146 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8508781-Reviews-Ricebox-Luxembourg_City.html",
"46 Rue Pierre Krier, Luxembourg City 1880 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,"840","690","1320","1110",,,"840","690","1320","1110",,,"840","690","1320","1110",,,"840","690","1320","1110",,,"840","690","1320","1110",,,"1320","1110",,,,,"13815668","false","false","49.59734","6.14054","Kamoon by Risso","15","+352 27 12 58 66","$$ - $$$","730","352","#331 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d13815668-Reviews-Kamoon_by_Risso-Luxembourg_City.html","https://kamoon-restaurant.business.site/"
"73 Rue de Gasperich, Luxembourg City 1617 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,"840","690","1350","1110",,,"840","690","1350","1110",,,"840","690","1350","1110",,,"840","690","1350","1110",,,"840","690","1380","1110",,,"1380","1110",,,,,"15815052","false","false","49.59278","6.12011","Pepe Ristorante Pizzeria","12","+352 27 77 44 1","$$ - $$$","730","358","#337 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d15815052-Reviews-Pepe_Ristorante_Pizzeria-Luxembourg_City.html","http://pepe-ristorante.lu/accueil.html"
"Boulevard de le Petrusse, Luxembourg City 2330 Luxembourg","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,,,,"info@restaurantlepetrusse.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6618536","false","false","49.60464","6.132669","Restaurant le Petrusse","83","+352 49 49 71","$$ - $$$","730","156","#144 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d6618536-Reviews-Restaurant_le_Petrusse-Luxembourg_City.html","http://www.restaurantlepetrusse.com"
"89 Rue de Bonnevoie, Luxembourg City 1260 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Italian","European","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,,,"870","690","1380","1080","870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1410","1080",,,"870","690","1410","1080",,,"950884","false","false","49.599476","6.137369","RESTAURANT-PIZZERIA MATESE","91","+352 40 79 68","$$ - $$$","730","151","#139 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d950884-Reviews-RESTAURANT_PIZZERIA_MATESE-Luxembourg_City.html","http://www.facebook.com/pages/Restaurant-Pizzeria-Matese/154973937902142"
"10-14, route d'Echternach, Luxembourg City 1453 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,"info@hdg.lu","1320","720",,,"1320","1140",,,,,"1320","1140",,,,,"1320","1140",,,,,"1320","1140",,,,,"1320","1140",,,,,"1320","720",,,,,"743839","false","false","49.63315","6.138447","Hostellerie du Grunewald","69","+352 24 51 49 20","$$$$","730","155","#143 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d743839-Reviews-Hostellerie_du_Grunewald-Luxembourg_City.html","http://hdg.lu"
"135 Rue de Hollerich nicht mehr in LuxemburgStadt,sondern Esch.Avenue de la Gare, Luxembourg City 1741 Luxembourg","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8473746","false","false","49.59893","6.119821","I Quattro Mori","48","+352 26 64 97 52","$$ - $$$","730","153","#141 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d8473746-Reviews-I_Quattro_Mori-Luxembourg_City.html","https://www.facebook.com/pages/I-quattro-mori/610288532407741"
"57 Rue de la Tour Jacob, Luxembourg City 1831 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@ukulele.lu","840","720","1275","1140",,,,,,,"1290","1140",,,,,"840","720","1320","1140",,,"840","720","1320","1110",,,"840","720","1350","1140",,,"1350","1140",,,,,"5025339","false","false","49.61239","6.14364","Ukulele","211","+352 621 393 146","$$ - $$$","730","58","#52 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d5025339-Reviews-Ukulele-Luxembourg_City.html","http://www.ukulele.lu"
"2 Rue de Strasbourg 2, rue de Strasbourg, Luxembourg City 2560 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"infor@tajmahal.lu","840","720","1365","1080","840","720","1365","1080",,,,,,,,,"840","720","1365","1080",,,"840","720","1365","1080",,,"840","720","1365","1080",,,"840","720","1365","1080",,,"1587297","false","false","49.60153","6.132383","Taj Mahal Luxembourg","246","+352 40 59 41","$$ - $$$","730","56","#50 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1587297-Reviews-Taj_Mahal_Luxembourg-Luxembourg_City.html","http://www.tajmahal.lu/"
"5a Rue du Cure, Luxembourg City 1368 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","Mediterranean","European","Spanish","Portuguese",,,,,,,,,,,,,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"983572","false","false","49.611378","6.131436","Cafe Restaurant Bodega","198","+352 22 25 53","$$ - $$$","730","59","#53 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d983572-Reviews-Cafe_Restaurant_Bodega-Luxembourg_City.html","http://www.bodega.lu"
"32 Rue de l'Eau Limpertsberg, Luxembourg City 1449 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"comeprima@espaces-saveurs.lu",,,,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"840","720","1380","1140",,,"1380","1140",,,,,"743812","false","false","49.61128","6.134128","Come Prima","186","+352 24 17 24","$$ - $$$","730","52","#47 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d743812-Reviews-Come_Prima-Luxembourg_City.html","http://www.facebook.com/restaurantcomeprima/"
"9 Place d'Armes, Luxembourg City 1136 Luxembourg","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","Pub",,,,,,,,,,"laboucherie.lux@gmail.com","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1829995","false","false","49.611267","6.129363","La Boucherie Restaurant","869","+352 26 10 38 83","$$ - $$$","730","53","#48 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1829995-Reviews-La_Boucherie_Restaurant-Luxembourg_City.html","http://www.laboucherie.lu/"
"18 Avenue de la Faiencerie, Luxembourg City 1510 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,"comeprima@espaces-saveurs.lu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17840573","false","false","49.617134","6.121111","Come Prima","5","+352 24 17 24","$$$$","730","454","#429 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d17840573-Reviews-Come_Prima-Luxembourg_City.html","https://www.facebook.com/restaurantcomeprima/"
"5 Rue Alphonse Weicker, Luxembourg City 2721 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1557333","false","false","49.633816","6.169403","Lama's Temple","86","+352 27 04 86 01","$$ - $$$","730","452","#427 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1557333-Reviews-Lama_s_Temple-Luxembourg_City.html","http://www.lamastemple.lu"
"rue Sigefroi dans le MNHA, Luxembourg City 2345 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Pub","Bar","Cafe","European","Scandinavian","Danish","Vegetarian Friendly",,,,,"contact@njordfood.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10179799","false","false","49.611526","6.133766","Njord bar&kantine Luxembourg ville","20","+352 27 47 88 77","$$ - $$$","730","457","#431 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d10179799-Reviews-Njord_bar_kantine_Luxembourg_ville-Luxembourg_City.html","http://www.njordfood.com"
"100, Rue Rollingergrund, Luxembourg City 2240 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,"direction@opera-restaurant.lu","840","720",,,"1439","0",,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1350","1140",,,"1350","1140",,,,,"16845096","false","false","49.61719","6.11542","Opera Luxembourg","26","+352 26 25 86 07","$$$$","730","451","#426 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d16845096-Reviews-Opera_Luxembourg-Luxembourg_City.html","http://www.opera-restaurant.lu"
"12 Place Guillaume II, Luxembourg City 1648 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","French","Seafood","European","Vegetarian Friendly",,,,,,,,,,"1500","630",,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"2217138","false","false","49.610626","6.13059","Brasserie Guillaume","777","+352 26 20 20 20","$$ - $$$","730","57","#51 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d2217138-Reviews-Brasserie_Guillaume-Luxembourg_City.html","http://brasserieguillaume.lu"
"7 Bisserweg, Luxembourg City 1238 Luxembourg","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","European","Central European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"bosso@tango.lu","1440","720",,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1514340","false","false","49.60868","6.135936","Bosso","511","+352 26 86 41 55","$$ - $$$","730","51","#46 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1514340-Reviews-Bosso-Luxembourg_City.html","http://www.bosso.lu/"
"88 Rue de Bonnevoie, Luxembourg City 1260 Luxembourg","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Steakhouse","Brazilian","Barbecue","Grill",,,,,,,,,"mail@picanha.lu","840","690","1320","1080",,,,,,,,,,,,,"840","690","1320","1080",,,"840","690","1320","1080",,,"840","690","1320","1080",,,"840","690","1320","1080",,,"7235463","false","false","49.59949","6.137287","Picanha Plaza","204","+352 27 99 95 15","$$ - $$$","730","60","#54 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7235463-Reviews-Picanha_Plaza-Luxembourg_City.html","http://www.picanha.lu"
"15 Rue de Strasbourg, Luxembourg City 2561 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French","International","Italian","Pizza","Mediterranean",,,,,,,,"marionnette.lu@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13435499","false","false","49.60117","6.13148","Restaurant Cafe Marionnette","10","+352 691 646 351","$$ - $$$","730","458","#432 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d13435499-Reviews-Restaurant_Cafe_Marionnette-Luxembourg_City.html","https://www.facebook.com/marionnette.lu/"
"21 Rue de Bonnevoie, Luxembourg City 1260 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11881107","false","false","49.6029","6.135176","O'Luso","10","+352 48 86 08","$$ - $$$","730","456","#430 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d11881107-Reviews-O_Luso-Luxembourg_City.html","http://o-luso.lu"
"105 Route d'Esch, Luxembourg City 1471 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,"840","690","1320","1080","840","690",,,,,"840","690","1320","1080",,,"840","690","1320","1080",,,"840","690","1320","1080",,,"840","690","1320","1080",,,"840","690","1320","1080",,,"7699760","false","false","49.59787","6.11799","Petit Jardin","11","+352 36 51 62","$","730","408","#385 of 741 Restaurants in Luxembourg City","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7699760-Reviews-Petit_Jardin-Luxembourg_City.html","https://www.facebook.com/restaurantpetitjardin"
"2987, Cite de l'Aeroport, Findel, Luxembourg City 1110 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12146470","false","false","49.63466","6.21608","OBERWEIS","11",,"","730","455","#10 of 17 Dessert in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d12146470-Reviews-OBERWEIS-Luxembourg_City.html","http://www.oberweis.lu/maison-oberweis/nos-6-magasins/oberweis-shop-aeroport"
"44 Avenue J-F Kennedy Building Axento, Luxembourg City 1855 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Soups",,,,,,,,,,,,,,,,,"870","510",,,,,"870","510",,,,,"870","510",,,,,"870","510",,,,,"870","510",,,,,,,,,,,"11984905","false","false","49.63176","6.1716","A La Soupe Kirchberg","11","+352 26 43 12 84","$","730","459","#433 of 741 Restaurants in Luxembourg City","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d11984905-Reviews-A_La_Soupe_Kirchberg-Luxembourg_City.html","http://alasoupe.net/"
"166 avenue du X Septembre, Luxembourg City Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European",,,,,,,,,,"840","705","1350","1110","840","705","1350","1110",,,"840","705","1350","1110",,,"840","705","1350","1110",,,"840","705","1350","1110",,,"840","705","1350","1110",,,"840","705","1350","1110",,,"1010463","false","false","49.60677","6.10696","antica trattoria","120","+352 26 44 09 44","$$ - $$$","730","409","#386 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d1010463-Reviews-Antica_trattoria-Luxembourg_City.html","http://www.editus.lu/ed/en/antica-trattoria-luxembourg-708557.html"
"6 Rue Sigefroi, Luxembourg City 2536 Luxembourg",,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7599474","false","false","49.61139","6.133556","Bistro D'Art Scene","72","+352 22 83 63","$$ - $$$","730","410","#387 of 741 Restaurants in Luxembourg City","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190356-d7599474-Reviews-Bistro_D_Art_Scene-Luxembourg_City.html","https://www.facebook.com/bistroartscene/?rf=262821317097824"
